Question_No,Question,Topic_tags,Acceptance_rate,isPremium,Difficulty,Question_Link,Solution
148, Sort List,"['Linked List', 'Two Pointers', '3+']",59.90%,FALSE,Medium,https://leetcode.com/problems/sort-list/description,https://leetcode.com/problems/sort-list/solutions
149, Max Points on a Line,"['Array', 'Hash Table', 'Math', '1+']",27.80%,FALSE,Hard,https://leetcode.com/problems/max-points-on-a-line/description,https://leetcode.com/problems/max-points-on-a-line/solutions
150, Evaluate Reverse Polish Notation,"['Array', 'Math', 'Stack']",53.10%,FALSE,Medium,https://leetcode.com/problems/evaluate-reverse-polish-notation/description,https://leetcode.com/problems/evaluate-reverse-polish-notation/solutions
151, Reverse Words in a String,"['Two Pointers', 'String']",47.30%,FALSE,Medium,https://leetcode.com/problems/reverse-words-in-a-string/description,https://leetcode.com/problems/reverse-words-in-a-string/solutions
152, Maximum Product Subarray,"['Array', 'Dynamic Programming']",34.10%,FALSE,Medium,https://leetcode.com/problems/maximum-product-subarray/description,https://leetcode.com/problems/maximum-product-subarray/solutions
153, Find Minimum in Rotated Sorted Array,"['Array', 'Binary Search']",51.60%,FALSE,Medium,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/description,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/solutions
154, Find Minimum in Rotated Sorted Array II,"['Array', 'Binary Search']",43.80%,FALSE,Hard,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/description,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/solutions
155, Min Stack,"['Stack', 'Design']",55.20%,FALSE,Medium,https://leetcode.com/problems/min-stack/description,https://leetcode.com/problems/min-stack/solutions
156, Binary Tree Upside Down,"['Tree', 'Depth-First Search', 'Binary Tree']",63.50%,TRUE,Medium,https://leetcode.com/problems/binary-tree-upside-down/description,https://leetcode.com/problems/binary-tree-upside-down/solutions
157, Read N Characters Given Read4,"['Array', 'Simulation', 'Interactive']",41.90%,TRUE,Easy,https://leetcode.com/problems/read-n-characters-given-read4/description,https://leetcode.com/problems/read-n-characters-given-read4/solutions
158, Read N Characters Given read4 II - Call Multiple Times,"['Array', 'Simulation', 'Interactive']",42.60%,TRUE,Hard,https://leetcode.com/problems/read-n-characters-given-read4-ii---call-multiple-times/description,https://leetcode.com/problems/read-n-characters-given-read4-ii---call-multiple-times/solutions
159, Longest Substring with At Most Two Distinct Characters,"['Hash Table', 'String', 'Sliding Window']",55.80%,TRUE,Medium,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/description,https://leetcode.com/problems/longest-substring-with-at-most-two-distinct-characters/solutions
160, Intersection of Two Linked Lists,"['Hash Table', 'Linked List', 'Two Pointers']",59.20%,FALSE,Easy,https://leetcode.com/problems/intersection-of-two-linked-lists/description,https://leetcode.com/problems/intersection-of-two-linked-lists/solutions
161, One Edit Distance,"['Two Pointers', 'String']",34.40%,TRUE,Medium,https://leetcode.com/problems/one-edit-distance/description,https://leetcode.com/problems/one-edit-distance/solutions
162, Find Peak Element,"['Array', 'Binary Search']",46.10%,FALSE,Medium,https://leetcode.com/problems/find-peak-element/description,https://leetcode.com/problems/find-peak-element/solutions
163, Missing Ranges,['Array'],34.40%,TRUE,Easy,https://leetcode.com/problems/missing-ranges/description,https://leetcode.com/problems/missing-ranges/solutions
164, Maximum Gap,"['Array', 'Sorting', 'Bucket Sort', '1+']",47.60%,FALSE,Medium,https://leetcode.com/problems/maximum-gap/description,https://leetcode.com/problems/maximum-gap/solutions
165, Compare Version Numbers,"['Two Pointers', 'String']",41.50%,FALSE,Medium,https://leetcode.com/problems/compare-version-numbers/description,https://leetcode.com/problems/compare-version-numbers/solutions
166, Fraction to Recurring Decimal,"['Hash Table', 'Math', 'String']",25.50%,FALSE,Medium,https://leetcode.com/problems/fraction-to-recurring-decimal/description,https://leetcode.com/problems/fraction-to-recurring-decimal/solutions
167, Two Sum II - Input Array Is Sorted,"['Array', 'Two Pointers', 'Binary Search']",62.30%,FALSE,Medium,https://leetcode.com/problems/two-sum-ii---input-array-is-sorted/description,https://leetcode.com/problems/two-sum-ii---input-array-is-sorted/solutions
168, Excel Sheet Column Title,"['Math', 'String']",42.00%,FALSE,Easy,https://leetcode.com/problems/excel-sheet-column-title/description,https://leetcode.com/problems/excel-sheet-column-title/solutions
169, Majority Element,"['Array', 'Hash Table', '3+']",65.30%,FALSE,Easy,https://leetcode.com/problems/majority-element/description,https://leetcode.com/problems/majority-element/solutions
170, Two Sum III - Data structure design,"['Array', 'Hash Table', 'Two Pointers', '2+']",38.40%,TRUE,Easy,https://leetcode.com/problems/two-sum-iii---data-structure-design/description,https://leetcode.com/problems/two-sum-iii---data-structure-design/solutions
171, Excel Sheet Column Number,"['Math', 'String']",64.70%,FALSE,Easy,https://leetcode.com/problems/excel-sheet-column-number/description,https://leetcode.com/problems/excel-sheet-column-number/solutions
172, Factorial Trailing Zeroes,['Math'],44.00%,FALSE,Medium,https://leetcode.com/problems/factorial-trailing-zeroes/description,https://leetcode.com/problems/factorial-trailing-zeroes/solutions
173, Binary Search Tree Iterator,"['Stack', 'Tree', 'Design', '3+']",73.40%,FALSE,Medium,https://leetcode.com/problems/binary-search-tree-iterator/description,https://leetcode.com/problems/binary-search-tree-iterator/solutions
174, Dungeon Game,"['Array', 'Dynamic Programming', 'Matrix']",38.60%,FALSE,Hard,https://leetcode.com/problems/dungeon-game/description,https://leetcode.com/problems/dungeon-game/solutions
175, Combine Two Tables,['Database'],77.00%,FALSE,Easy,https://leetcode.com/problems/combine-two-tables/description,https://leetcode.com/problems/combine-two-tables/solutions
176, Second Highest Salary,['Database'],42.00%,FALSE,Medium,https://leetcode.com/problems/second-highest-salary/description,https://leetcode.com/problems/second-highest-salary/solutions
177, Nth Highest Salary,['Database'],38.00%,FALSE,Medium,https://leetcode.com/problems/nth-highest-salary/description,https://leetcode.com/problems/nth-highest-salary/solutions
178, Rank Scores,['Database'],63.70%,FALSE,Medium,https://leetcode.com/problems/rank-scores/description,https://leetcode.com/problems/rank-scores/solutions
179, Largest Number,"['Array', 'String', 'Greedy', '1+']",40.20%,FALSE,Medium,https://leetcode.com/problems/largest-number/description,https://leetcode.com/problems/largest-number/solutions
180, Consecutive Numbers,['Database'],44.40%,FALSE,Medium,https://leetcode.com/problems/consecutive-numbers/description,https://leetcode.com/problems/consecutive-numbers/solutions
181, Employees Earning More Than Their Managers,['Database'],70.50%,FALSE,Easy,https://leetcode.com/problems/employees-earning-more-than-their-managers/description,https://leetcode.com/problems/employees-earning-more-than-their-managers/solutions
182, Duplicate Emails,['Database'],71.70%,FALSE,Easy,https://leetcode.com/problems/duplicate-emails/description,https://leetcode.com/problems/duplicate-emails/solutions
183, Customers Who Never Order,['Database'],69.80%,FALSE,Easy,https://leetcode.com/problems/customers-who-never-order/description,https://leetcode.com/problems/customers-who-never-order/solutions
184, Department Highest Salary,['Database'],53.00%,FALSE,Medium,https://leetcode.com/problems/department-highest-salary/description,https://leetcode.com/problems/department-highest-salary/solutions
185, Department Top Three Salaries,['Database'],55.60%,FALSE,Hard,https://leetcode.com/problems/department-top-three-salaries/description,https://leetcode.com/problems/department-top-three-salaries/solutions
186, Reverse Words in a String II,"['Two Pointers', 'String']",55.30%,TRUE,Medium,https://leetcode.com/problems/reverse-words-in-a-string-ii/description,https://leetcode.com/problems/reverse-words-in-a-string-ii/solutions
187, Repeated DNA Sequences,"['Hash Table', 'String', '4+']",49.90%,FALSE,Medium,https://leetcode.com/problems/repeated-dna-sequences/description,https://leetcode.com/problems/repeated-dna-sequences/solutions
188, Best Time to Buy and Sell Stock IV,"['Array', 'Dynamic Programming']",44.90%,FALSE,Hard,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/description,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iv/solutions
189, Rotate Array,"['Array', 'Math', 'Two Pointers']",41.80%,FALSE,Medium,https://leetcode.com/problems/rotate-array/description,https://leetcode.com/problems/rotate-array/solutions
190, Reverse Bits,"['Divide and Conquer', 'Bit Manipulation']",60.70%,FALSE,Easy,https://leetcode.com/problems/reverse-bits/description,https://leetcode.com/problems/reverse-bits/solutions
191, Number of 1 Bits,"['Divide and Conquer', 'Bit Manipulation']",72.80%,FALSE,Easy,https://leetcode.com/problems/number-of-1-bits/description,https://leetcode.com/problems/number-of-1-bits/solutions
192, Word Frequency,['Shell'],26.10%,FALSE,Medium,https://leetcode.com/problems/word-frequency/description,https://leetcode.com/problems/word-frequency/solutions
193, Valid Phone Numbers,['Shell'],26.50%,FALSE,Easy,https://leetcode.com/problems/valid-phone-numbers/description,https://leetcode.com/problems/valid-phone-numbers/solutions
194, Transpose File,['Shell'],26.90%,FALSE,Medium,https://leetcode.com/problems/transpose-file/description,https://leetcode.com/problems/transpose-file/solutions
195, Tenth Line,['Shell'],33.70%,FALSE,Easy,https://leetcode.com/problems/tenth-line/description,https://leetcode.com/problems/tenth-line/solutions
196, Delete Duplicate Emails,['Database'],63.20%,FALSE,Easy,https://leetcode.com/problems/delete-duplicate-emails/description,https://leetcode.com/problems/delete-duplicate-emails/solutions
197, Rising Temperature,['Database'],49.20%,FALSE,Easy,https://leetcode.com/problems/rising-temperature/description,https://leetcode.com/problems/rising-temperature/solutions
198, House Robber,"['Array', 'Dynamic Programming']",51.60%,FALSE,Medium,https://leetcode.com/problems/house-robber/description,https://leetcode.com/problems/house-robber/solutions
199, Binary Tree Right Side View,"['Tree', 'Depth-First Search', '2+']",64.10%,FALSE,Medium,https://leetcode.com/problems/binary-tree-right-side-view/description,https://leetcode.com/problems/binary-tree-right-side-view/solutions
200, Number of Islands,"['Array', 'Depth-First Search', '3+']",60.70%,FALSE,Medium,https://leetcode.com/problems/number-of-islands/description,https://leetcode.com/problems/number-of-islands/solutions
201, Bitwise AND of Numbers Range,['Bit Manipulation'],47.30%,FALSE,Medium,https://leetcode.com/problems/bitwise-and-of-numbers-range/description,https://leetcode.com/problems/bitwise-and-of-numbers-range/solutions
202, Happy Number,"['Hash Table', 'Math', 'Two Pointers']",57.00%,FALSE,Easy,https://leetcode.com/problems/happy-number/description,https://leetcode.com/problems/happy-number/solutions
203, Remove Linked List Elements,"['Linked List', 'Recursion']",50.20%,FALSE,Easy,https://leetcode.com/problems/remove-linked-list-elements/description,https://leetcode.com/problems/remove-linked-list-elements/solutions
204, Count Primes,"['Array', 'Math', 'Enumeration', '1+']",34.10%,FALSE,Medium,https://leetcode.com/problems/count-primes/description,https://leetcode.com/problems/count-primes/solutions
205, Isomorphic Strings,"['Hash Table', 'String']",45.90%,FALSE,Easy,https://leetcode.com/problems/isomorphic-strings/description,https://leetcode.com/problems/isomorphic-strings/solutions
206, Reverse Linked List,"['Linked List', 'Recursion']",77.90%,FALSE,Easy,https://leetcode.com/problems/reverse-linked-list/description,https://leetcode.com/problems/reverse-linked-list/solutions
207, Course Schedule,"['Depth-First Search', '3+']",47.70%,FALSE,Medium,https://leetcode.com/problems/course-schedule/description,https://leetcode.com/problems/course-schedule/solutions
208, Implement Trie (Prefix Tree),"['Hash Table', 'String', 'Design', '1+']",66.70%,FALSE,Medium,https://leetcode.com/problems/implement-trie-(prefix-tree)/description,https://leetcode.com/problems/implement-trie-(prefix-tree)/solutions
209, Minimum Size Subarray Sum,"['Array', 'Binary Search', '2+']",48.00%,FALSE,Medium,https://leetcode.com/problems/minimum-size-subarray-sum/description,https://leetcode.com/problems/minimum-size-subarray-sum/solutions
210, Course Schedule II,"['Depth-First Search', '3+']",51.80%,FALSE,Medium,https://leetcode.com/problems/course-schedule-ii/description,https://leetcode.com/problems/course-schedule-ii/solutions
211, Design Add and Search Words Data Structure,"['String', 'Depth-First Search', 'Design', '1+']",46.10%,FALSE,Medium,https://leetcode.com/problems/design-add-and-search-words-data-structure/description,https://leetcode.com/problems/design-add-and-search-words-data-structure/solutions
212, Word Search II,"['Array', 'String', 'Backtracking', '2+']",36.70%,FALSE,Hard,https://leetcode.com/problems/word-search-ii/description,https://leetcode.com/problems/word-search-ii/solutions
213, House Robber II,"['Array', 'Dynamic Programming']",42.70%,FALSE,Medium,https://leetcode.com/problems/house-robber-ii/description,https://leetcode.com/problems/house-robber-ii/solutions
214, Shortest Palindrome,"['String', 'Rolling Hash', '2+']",39.90%,FALSE,Hard,https://leetcode.com/problems/shortest-palindrome/description,https://leetcode.com/problems/shortest-palindrome/solutions
215, Kth Largest Element in an Array,"['Array', 'Divide and Conquer', '3+']",67.20%,FALSE,Medium,https://leetcode.com/problems/kth-largest-element-in-an-array/description,https://leetcode.com/problems/kth-largest-element-in-an-array/solutions
216, Combination Sum III,"['Array', 'Backtracking']",70.80%,FALSE,Medium,https://leetcode.com/problems/combination-sum-iii/description,https://leetcode.com/problems/combination-sum-iii/solutions
217, Contains Duplicate,"['Array', 'Hash Table', 'Sorting']",62.40%,FALSE,Easy,https://leetcode.com/problems/contains-duplicate/description,https://leetcode.com/problems/contains-duplicate/solutions
218, The Skyline Problem,"['Array', 'Divide and Conquer', '5+']",43.20%,FALSE,Hard,https://leetcode.com/problems/the-skyline-problem/description,https://leetcode.com/problems/the-skyline-problem/solutions
219, Contains Duplicate II,"['Array', 'Hash Table', 'Sliding Window']",46.90%,FALSE,Easy,https://leetcode.com/problems/contains-duplicate-ii/description,https://leetcode.com/problems/contains-duplicate-ii/solutions
