Brand,model,Year,kmDriven,Transmission,Owner,FuelType,PostedDate,AdditionInfo,AskPrice,CarUrl
Maruti Suzuki,Wagon-R,2018,"43,394 km",Manual,first,hybrid,2 days ago,"Maruti Suzuki Wagon R CNG LXI, 2018, CNG & Hybrids","₹ 4,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-palava-city-mumbai-iid-1794044921
Maruti Suzuki,Alto-800,2018,"78,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Alto 800 VXI Airbag, 2018, Petrol","₹ 3,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-arera-colony-bhopal-iid-1789789099
Maruti Suzuki,Wagon-R,2017,"90,000 km",Manual,second,hybrid,Today,Wagonr cng good condition,"₹ 3,40,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-mohan-nagar-ghaziabad-iid-1794212030
Maruti Suzuki,Ertiga,2013,"77,000 km",Manual,second,hybrid,Dec 17,"Maruti Suzuki Ertiga 2012-2015 VXI CNG, 2013, CNG & Hybrids","₹ 4,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-chembur-mumbai-iid-1792947703
Honda,City,2015,"55,000 km",Automatic,first,hybrid,4 days ago,"Honda City i-VTEC CVT VX, 2015, CNG & Hybrids","₹ 5,75,000",https://olx.in/item/cars-c84-used-honda-city-in-pusa-road-area-delhi-iid-1791111308
Mercedes-Benz,M-Class,2014,"115,000 km",Automatic,first,Diesel,Today,"Mercedes-Benz M-Class ML 350 4Matic, 2014, Diesel","₹ 15,95,000",https://olx.in/item/cars-c84-used-mercedes-benz-m-class-in-sector-11-faridabad-iid-1769325284
Maruti Suzuki,Celerio-X,2019,"63,205 km",Automatic,first,hybrid,Yesterday,"Maruti Suzuki Celerio X AMT ZXI, 2019, CNG & Hybrids","₹ 5,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-x-in-sg-highway-ahmedabad-iid-1793582858
Volkswagen,VentoTest,2015,"103,000 km",Automatic,first,Diesel,Today,"Volkswagen Vento 2013-2015 1.2 TSI Comfortline AT, 2015, Diesel","₹ 6,55,000",https://olx.in/item/cars-c84-used-volkswagen-ventotest-in-gandhipuram-coimbatore-iid-1789165736
Datsun,GO,2018,"76,825 km",Automatic,first,hybrid,Dec 23,Datsun GO CNG & Hybrids 76825 Km Driven,"₹ 2,68,000",https://olx.in/item/cars-c84-used-datsun-go-in-yashoda-nagar-kanpur-iid-1793534403
Honda,City,2012,"60,000 km",Automatic,second,hybrid,2 days ago,"Honda City 2011-2013 V AT Exclusive, 2012, CNG & Hybrids","₹ 3,21,999",https://olx.in/item/cars-c84-used-honda-city-in-sion-west-mumbai-iid-1786466922
Hyundai,Xcent,2016,"140,000 km",Manual,second,hybrid,Today,Hyundai Xcent 2016 CNG & Hybrids 140000 Km DRIVING,"₹ 1,95,000",https://olx.in/item/cars-c84-used-hyundai-xcent-in-sector-99-gurgaon-iid-1794218264
Maruti Suzuki,Alto-K10,2017,"55,000 km",Automatic,second,Petrol,Yesterday,Maruti Suzuki Alto K10 2017 Govt. Servent Own,"₹ 3,11,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-k10-in-bhagwan-nagar-2-jaipur-iid-1775310620
Tata,Nexon,2019,"40,000 km",Manual,second,hybrid,Yesterday,Tata Nexon 2019 CNG & Hybrids 40000 Km Driven,"₹ 6,75,000",https://olx.in/item/cars-c84-used-tata-nexon-in-ganesh-nursery-pandharpur-iid-1794184035
Maruti Suzuki,Ritz,2011,"123,000 km",Manual,second,Diesel,Today,"Maruti Suzuki Ritz 2009-2011 VDi, 2011, Diesel","₹ 2,65,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ritz-in-padivattom-kochi-iid-1791005089
Maruti Suzuki,Ertiga,2019,"95,000 km",Automatic,first,hybrid,Dec 11,Ertiga cng automatic,"₹ 13,00,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-yakkara-palakkad-iid-1792396864
Honda,City,2016,"72,205 km",Automatic,first,Petrol,Today,"Honda City 2015-2017 i VTEC CVT SV, 2016, Petrol","₹ 6,10,000",https://olx.in/item/cars-c84-used-honda-city-in-perungudi-lakshman-nagar-chennai-iid-1778642318
Renault,KWID,2020,"52,000 km",Automatic,first,hybrid,2 days ago,"Renault KWID RXT AMT Climber (Automatic), 2020, CNG & Hybrids","₹ 3,50,000",https://olx.in/item/cars-c84-used-renault-kwid-in-sarita-vihar-delhi-iid-1788144189
Maruti Suzuki,Swift-Dzire-Tour,2018,30 km,Automatic,second,hybrid,Dec 20,Maruti swift tour,"₹ 5,10,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-dzire-tour-in-kallam-midc-kallam-iid-1793219561
Maruti Suzuki,Swift,2022,"42,000 km",Automatic,second,Petrol,Today,"Maruti Suzuki Swift 2021-1.2 ZXI Plus AMT, 2022, Petrol","₹ 6,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-sector-22c-chandigarh-iid-1793955287
Honda,WRV,2017,"63,000 km",Manual,second,Diesel,Today,"Honda WR-V 1.5 VX i-DTEC, 2017, Diesel","₹ 4,75,000",https://olx.in/item/cars-c84-used-honda-wrv-in-sector-7-karnal-iid-1792512330
Maruti Suzuki,Brezza,2023,"16,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Brezza 1.5 VXI AT SMART HYBRID, 2023, Petrol","₹ 11,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-brezza-in-whitefield-bengaluru-iid-1792610222
Hyundai,Elantra,2015,"70,000 km",Automatic,second,Petrol,Yesterday,"Hyundai Elantra 2.0 SX Option AT, 2015, Petrol","₹ 5,75,000",https://olx.in/item/cars-c84-used-hyundai-elantra-in-andheri-west-mumbai-iid-1773480459
Mini,Cooper S,2017,"34,000 km",Automatic,second,Petrol,Today,"Mini Cooper S 3-Door, 2017, Petrol","₹ 32,00,000",https://olx.in/item/cars-c84-used-mini-cooper-s-in-ernakulam-hpo-kochi-iid-1792811340
Mini,Cooper 3 DOOR,2016,"58,000 km",Automatic,second,Petrol,Today,"Mini Cooper 3 DOOR S, 2016, Petrol","₹ 23,25,000",https://olx.in/item/cars-c84-used-mini-cooper-3-door-in-ambience-island-gurgaon-iid-1792676827
Maruti Suzuki,Wagon-R,2021,"53,517 km",Manual,first,Petrol,Today,"Maruti Suzuki Wagon R 1.2 VXI, 2021, Petrol","₹ 4,83,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-prahlad-nagar-ahmedabad-iid-1794214655
Hyundai,Creta,2018,"77,000 km",Manual,second,Diesel,Today,"Hyundai Creta 1.4 S, 2018, Diesel","₹ 7,90,000",https://olx.in/item/cars-c84-used-hyundai-creta-in-saket-nagar-kanpur-iid-1791326448
Hyundai,Grand i10,2018,"55,000 km",Manual,second,Petrol,Today,"Hyundai Grand i10 Sportz Edition, 2018, Petrol","₹ 4,10,000",https://olx.in/item/cars-c84-used-hyundai-grand-i10-in-professors-colony-bhopal-iid-1778236346
Mercedes-Benz,S-Class,2014,"80,000 km",Automatic,second,Diesel,Dec 17,"Mercedes-Benz S-Class S 350 CDIL, 2014, Diesel","₹ 29,50,000",https://olx.in/item/cars-c84-used-mercedes-benz-s-class-in-andheri-west-mumbai-iid-1791868838
Maruti Suzuki,Wagon R,2019,"50,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Wagon R LXI CNG, 2019, CNG & Hybrids","₹ 4,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-connaught-place-delhi-iid-1783457815
Maruti Suzuki,Wagon-R,2011,"80,000 km",Automatic,second,Petrol,Yesterday,Maruti Suzuki Wagon R VXI 2011 Petrol Well Maintained,"₹ 1,55,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-abul-fazal-enclave-part-2-delhi-iid-1794194212
Honda,City,2008,"66,000 km",Automatic,second,hybrid,3 days ago,"Honda City V AT, 2008, CNG & Hybrids","₹ 2,50,000",https://olx.in/item/cars-c84-used-honda-city-in-nanpura-surat-iid-1792575539
Tata,Nano,2016,"55,000 km",Manual,first,hybrid,6 days ago,"Tata Nano CNG XM, 2016, CNG & Hybrids","₹ 1,75,000",https://olx.in/item/cars-c84-used-tata-nano-in-shahupuri-kolhapur-iid-1790854578
Volkswagen,Polo,2015,"83,600 km",Automatic,second,Petrol,2 days ago,Polo 1.2 Gt tsi,"₹ 8,50,000",https://olx.in/item/cars-c84-used-volkswagen-polo-in-pudussery-palakkad-iid-1793716752
Maruti Suzuki,Ertiga,2017,"65,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Ertiga 1.4 VXI CNG Anniversary Edition, 2017, CNG & Hy..","₹ 7,25,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-thane-belapur-road-thane-iid-1789115160
Mahindra,Scorpio,2016,"85,000 km",Manual,first,Diesel,Today,"Mahindra Scorpio 1.99 Intelli Hybrid S10 4WD, 2016, Diesel","₹ 12,75,000",https://olx.in/item/cars-c84-used-mahindra-scorpio-in-thindal-kil-erode-iid-1792659019
Hyundai,i10,2013  ,,Automatic,first,hybrid,Dec 07,Hyundai i10 2013 CNG & Hybrids Good Condition,"₹ 2,50,000",https://olx.in/item/cars-c84-used-hyundai-i10-in-kharghar-navi-mumbai-iid-1792089225
Volvo,S60,2018  ,,Automatic,first,Diesel,Today,Volvo S60 2018,"₹ 16,00,000",https://olx.in/item/cars-c84-used-volvo-s60-in-new-palam-vihar-gurgaon-iid-1794210264
Hyundai,Verna,2020,"39,688 km",Automatic,second,Petrol,Dec 22,"Hyundai Verna SX(O) Petrol AT, 2020, Petrol","₹ 9,49,999",https://olx.in/item/cars-c84-used-hyundai-verna-in-east-kolkata-township-kolkata-iid-1793422280
Audi,Q3,2013,"110,000 km",Automatic,second,Diesel,Today,"Audi Q3 2.0 TDI Quattro Premium Plus, 2013, Diesel","₹ 10,90,000",https://olx.in/item/cars-c84-used-audi-q3-in-ernad-manjeri-iid-1789164769
Maruti Suzuki,Celerio,2017,"69,700 km",Manual,second,hybrid,Yesterday,Maruti Suzuki Celerio 2017 CNG & Hybrids Well Maintained,"₹ 3,40,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-bhavin-society-gopi-nagar-halol-iid-1794182484
Ford,Endeavour,2016,"82,450 km",Automatic,second,Diesel,Today,"Ford Endeavour 2.2 Titanium AT 4X2, 2016, Diesel","₹ 13,45,000",https://olx.in/item/cars-c84-used-ford-endeavour-in-rohini-delhi-iid-1791729802
Maruti Suzuki,Baleno,2018,"33,000 km",Automatic,second,Petrol,Yesterday,"Maruti Suzuki Baleno 1.2 CVT Alpha, 2018, Petrol","₹ 5,99,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-andheri-west-mumbai-iid-1787132198
Lexus,NX,2019,"79,000 km",Automatic,first,hybrid,Yesterday,"Lexus NX 300h, 2019, CNG & Hybrids","₹ 56,00,000",https://olx.in/item/cars-c84-used-lexus-nx-in-edapally-kochi-iid-1746835145
Maruti Suzuki,Dzire,2008,"96,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Dzire 1.2 ZXI, 2008, Petrol","₹ 1,99,000",https://olx.in/item/cars-c84-used-maruti-suzuki-dzire-in-kandivali-west-mumbai-iid-1767666032
Audi,A4,2011,"78,000 km",Automatic,second,Diesel,Yesterday,"Audi A4 2.0 TDI (177bhp) Premium Plus, 2011, Diesel","₹ 7,75,000",https://olx.in/item/cars-c84-used-audi-a4-in-lokhandwala-complex-mumbai-iid-1765275568
Honda,City,2018,"54,000 km",Manual,first,Petrol,Today,"Honda City 2015-2017 i VTEC V, 2018, Petrol","₹ 7,99,000",https://olx.in/item/cars-c84-used-honda-city-in-karumathampatti-coimbatore-iid-1783972351
Honda,City,2002,"111,000 km",Manual,second,Petrol,Today,Honda city type 2 vtec 1.5,"₹ 2,40,000",https://olx.in/item/cars-c84-used-honda-city-in-kumbara-koppal-mysuru-iid-1794213020
BMW,3 Series,2009,"134,000 km",Automatic,second,Diesel,Today,BMW 3 Series 2009 Diesel 134000 Km Driven,"₹ 5,49,000",https://olx.in/item/cars-c84-used-bmw-3-series-in-bheemunipatam-vuda-colony-visakhapatnam-iid-1794213541
Toyota,Fortuner,2015,"88,000 km",Automatic,second,Diesel,Today,Toyota Fortuner 2015 Diesel Well Maintained,"₹ 14,75,000",https://olx.in/item/cars-c84-used-toyota-fortuner-in-calicut-beach-kozhikode-iid-1794203211
Hyundai,i10,2014,"94,000 km",Automatic,second,Petrol,Today,"Hyundai i10 Asta, 2014, Petrol","₹ 4,65,000",https://olx.in/item/cars-c84-used-hyundai-i10-in-vadavalli-coimbatore-iid-1789636421
Maruti Suzuki,Omni,2011,"98,523 km",Manual,second,Petrol,Today,"Maruti Suzuki Omni 5 Seater, 2011, Petrol","₹ 1,68,000",https://olx.in/item/cars-c84-used-maruti-suzuki-omni-in-annapurneshwari-bengaluru-iid-1788289639
Maruti Suzuki,Ciaz,2017,"55,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Ciaz 1.4 Zeta, 2017, Petrol","₹ 6,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ciaz-in-navrangpura-ahmedabad-iid-1791465445
Ford,Ecosport,2018,"140,000 km",Manual,first,Diesel,Today,"Ford Ecosport Signature Edition Diesel, 2018, Diesel","₹ 6,89,000",https://olx.in/item/cars-c84-used-ford-ecosport-in-parrys-chennai-iid-1794215290
Maruti Suzuki,Ertiga,2020,"90,000 km",Automatic,second,hybrid,Dec 19,Maruti Suzuki Ertiga 2020 CNG & Hybrids 90000 Km Driven,"₹ 8,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-ashiana-lucknow-iid-1793145783
Hyundai,Aura,2024,"60,200 km",Automatic,first,hybrid,Dec 20,Hyundai Aura 2024 CNG & Hybrids Good Condition new hai,"₹ 1,50,000",https://olx.in/item/cars-c84-used-hyundai-aura-in-hapur-road-pilkhuwa-iid-1793268305
Maruti Suzuki,Eeco,2011,"54,000 km",Manual,second,Petrol,Today,Maruti eeco 5seater a/c,"₹ 1,90,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-keralapuram-kollam-iid-1793454936
Mercedes-Benz,C-Class,2013,"124,000 km",Automatic,second,Diesel,Today,Mercedes-Benz C-Class,"₹ 11,70,000",https://olx.in/item/cars-c84-used-mercedes-benz-c-class-in-kulathoor-thiruvananthapuram-iid-1792105195
Mercedes-Benz,CLA,2017,"46,000 km",Automatic,second,Petrol,Dec 14,"Mercedes-Benz CLA 2.0 200 Sport, 2017, Petrol","₹ 22,00,000",https://olx.in/item/cars-c84-used-mercedes-benz-cla-in-dlf-city-phase-1-gurgaon-iid-1780708542
Maruti Suzuki,Celerio,2016,"51,000 km",Automatic,first,hybrid,Yesterday,"Maruti Suzuki Celerio ZXI, 2016, CNG & Hybrids","₹ 3,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-chembur-mumbai-iid-1793236823
Maruti Suzuki,Alto-800,2014,"74,000 km",Manual,second,Petrol,Today,"Maruti Suzuki Alto 800 2012-2016 LXI, 2014, Petrol","₹ 2,30,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-ganeshnagar-karimnagar-iid-1778330155
Maruti Suzuki,Wagon-R,2014,"65,000 km",Manual,second,hybrid,Yesterday,"Maruti Suzuki Wagon R CNG LXI, 2014, CNG & Hybrids","₹ 3,15,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-thane-belapur-road-thane-iid-1786674326
Honda,Accord,2009,"82,000 km",Automatic,first,hybrid,5 days ago,Honda Accord 2009 CNG & Hybrids Well Maintained,"₹ 1,60,000",https://olx.in/item/cars-c84-used-honda-accord-in-akota-vadodara-iid-1793790870
Maruti Suzuki,Swift,2021,"93,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Swift LXI 2018, 2021, Petrol","₹ 5,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-swift-in-kathua-industrial-area-kathua-iid-1793757158
Honda,City,2015,"70,000 km",Automatic,second,hybrid,4 days ago,"Honda City VX Petrol CVT, 2015, CNG & Hybrids","₹ 5,50,000",https://olx.in/item/cars-c84-used-honda-city-in-bali-nagar-delhi-iid-1791566634
Maruti Suzuki,Baleno,2018,"70,000 km",Automatic,first,hybrid,Dec 22,Maruti Suzuki Baleno 2018,"₹ 5,51,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-katargam-surat-iid-1793461715
Tata,Manza,2011,"72,000 km",Manual,second,Diesel,Today,"Tata Manza Aura Quadrajet BS IV, 2011, Diesel","₹ 2,25,000",https://olx.in/item/cars-c84-used-tata-manza-in-rajarampuri-kolhapur-iid-1791931050
Maruti Suzuki,Eeco,2013,"120,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Eeco 5 STR With AC Plus HTR CNG, 2013, CNG & Hybrids","₹ 2,20,000",https://olx.in/item/cars-c84-used-maruti-suzuki-eeco-in-janakpuri-delhi-iid-1794188809
Hyundai,Eon,2014,"38,000 km",Manual,first,Petrol,Dec 11,"Hyundai EON Era +, 2014, Petrol","₹ 2,85,000",https://olx.in/item/cars-c84-used-hyundai-eon-in-madhapur-hyderabad-iid-1792400618
Maruti Suzuki,Wagon-R,2018,"42,000 km",Manual,second,hybrid,Today,"Maruti Suzuki Wagon R VXI, 2018, CNG & Hybrids","₹ 3,35,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-parvat-patiya-surat-iid-1791442529
Maruti Suzuki,Baleno,2016,"88,472 km",Manual,second,Petrol,Today,"Maruti Suzuki Baleno 1.3 Delta, 2016, Petrol","₹ 5,60,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-kr-puram-extension-shivamogga-iid-1794214010
Maruti Suzuki,Wagon-R,2020,"23,300 km",Manual,first,hybrid,Today,"Maruti Suzuki Wagon R LXI CNG, 2020, CNG & Hybrids","₹ 5,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-kalyan-thane-iid-1788865761
Hyundai,i10,2011,"50,500 km",Manual,first,Petrol,Today,"Hyundai i10 1.2 Kappa SPORTZ, 2011, Petrol","₹ 2,15,000",https://olx.in/item/cars-c84-used-hyundai-i10-in-nehru-nagar-thrissur-iid-1793299604
Ford,Endeavour,2011,"95,000 km",Manual,second,Diesel,Today,"Ford Endeavour, 2011, Diesel","₹ 3,50,000",https://olx.in/item/cars-c84-used-ford-endeavour-in-govindpura-bhopal-iid-1789082163
Maruti Suzuki,Celerio,2018,"105,000 km",Manual,first,hybrid,Today,"Maruti Suzuki Celerio CNG VXI MT, 2018, CNG & Hybrids","₹ 4,49,999",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-chembur-mumbai-iid-1793304399
Mercedes-Benz,GLS,2020,"28,000 km",Automatic,first,Petrol,Today,"Mercedes-Benz GLS 450 4MATIC, 2020, Petrol","₹ 1,20,00,000",https://olx.in/item/cars-c84-used-mercedes-benz-gls-in-edapally-kochi-iid-1755754520
Maruti Suzuki,Wagon-R,2024,"36,960 km",Manual,first,hybrid,Today,Yellow Board Maruti Wagon R Tour H3 CNG + Petrol,"₹ 6,80,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-sithalapakkam-chennai-iid-1794201200
Volkswagen,Polo,2019,"55,000 km",Manual,second,Petrol,Today,"Volkswagen Polo, 2019, Petrol","₹ 6,00,000",https://olx.in/item/cars-c84-used-volkswagen-polo-in-kaloor-kochi-iid-1759316712
Maruti Suzuki,Ertiga,2024,"18,000 km",Manual,first,hybrid,Yesterday,"Maruti Suzuki Ertiga 2022-2023 VXI CNG, 2024, CNG & Hybrids","₹ 11,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-kalyan-thane-iid-1793828758
Tata,Indigo Ecs,2016,20 km,Manual,second,Diesel,Today,TATA Indigo,"₹ 1,10,000",https://olx.in/item/cars-c84-used-tata-indigo-ecs-in-makha-chak-bakhri-iid-1770243820
Ford,Figo Aspire,2016,"65,000 km",Automatic,first,Petrol,Today,"Ford Figo Aspire 1.5 Titanium TI-VCT AT, 2016, Petrol","₹ 5,00,000",https://olx.in/item/cars-c84-used-ford-figo-aspire-in-wakad-pune-iid-1779000635
Maruti Suzuki,Wagon-R,2017,"62,800 km",Manual,second,hybrid,Yesterday,Maruti Suzuki Wagon R 2017 CNG & Hybrids 62800 Km Driven,"₹ 3,15,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-jind-rural-jind-iid-1794179914
Maruti Suzuki,Fronx ,2023,0 km,Automatic,first,Petrol,Today,Maruti Suzuki Fronx 2023,"₹ 15,14,981",https://olx.in/item/cars-c84-used-maruti-suzuki-fronx-in-boring-chauraha-patna-iid-1793410813
Maruti Suzuki,Wagon-R,2018,"42,000 km",Manual,second,hybrid,Today,Maruti Suzuki Wagon R 2018,"₹ 4,45,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-pavan-dham-society-vadodara-iid-1794207946
Maruti Suzuki,Ertiga,2023,"6,000 km",Automatic,first,hybrid,6 days ago,Maruti Suzuki Ertiga 2023 CNG & Hybrids 6500 Km Driven,"₹ 12,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-ertiga-in-baulia-varanasi-iid-1791761076
BMW,3 Series,2015,"50,000 km",Automatic,second,Diesel,Today,"BMW 3 Series [2012-2015] 2.0 320D Luxury Line, 2015, Diesel","₹ 11,90,000",https://olx.in/item/cars-c84-used-bmw-3-series-in-kharghar-navi-mumbai-iid-1793755571
Maruti Suzuki,Grand Vitara,2023,"19,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Grand Vitara 1.5 Delta Smart Hybrid, 2023, Petrol","₹ 11,85,000",https://olx.in/item/cars-c84-used-maruti-suzuki-grand-vitara-in-new-rajdhani-enclave-delhi-iid-1789173514
Hyundai,Elite i20,2017,"56,000 km",Manual,second,Petrol,Today,"Hyundai Elite i20 1.2 Magna Plus, 2017, Petrol","₹ 4,59,000",https://olx.in/item/cars-c84-used-hyundai-elite-i20-in-wadala-west-mumbai-iid-1788302304
Honda,Jazz,2016,"70,000 km",Automatic,second,hybrid,3 days ago,Honda Jazz Mint condition selling Auto CNG,"₹ 5,90,000",https://olx.in/item/cars-c84-used-honda-jazz-in-palsivkar-chs-surat-iid-1793956277
Maruti Suzuki,Wagon-R,2019,"63,000 km",Manual,second,hybrid,2 days ago,"Maruti Suzuki Wagon R LXI CNG, 2019, CNG & Hybrids","₹ 4,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-mg-road-gurgaon-iid-1787451176
Toyota,Urban Cruiser,2021,"21,077 km",Automatic,first,Petrol,Today,"Toyota Urban Cruiser 1.5 Premium Grade AT, 2021, Petrol","₹ 9,10,000",https://olx.in/item/cars-c84-used-toyota-urban-cruiser-in-govind-vihar-zirakpur-iid-1791418708
Kia,Carnival,2022,"47,437 km",Automatic,first,Diesel,Today,"Kia Carnival Limousine, 2022, Diesel","₹ 34,99,000",https://olx.in/item/cars-c84-used-kia-carnival-in-madhapur-hyderabad-iid-1788299030
Maruti Suzuki,Alto-800,2022,"75,000 km",Manual,first,Petrol,Today,"Maruti Suzuki Alto 800 Base, 2022, Petrol","₹ 3,50,000",https://olx.in/item/cars-c84-used-maruti-suzuki-alto-800-in-naranpura-ahmedabad-iid-1777026061
Maruti Suzuki,Wagon-R,2016,"38,000 km",Automatic,second,Petrol,Yesterday,Maruti Suzuki Wagon R 2016 Petrol Automatic 38000 Km Driven,"₹ 3,98,000",https://olx.in/item/cars-c84-used-maruti-suzuki-wagon-r-in-kuravankonam-thiruvananthapuram-iid-1794186596
Toyota,Etios,2014,"150,000 km",Manual,second,Diesel,Today,"Toyota Etios 2014-2016 GD, 2014, Diesel","₹ 3,60,000",https://olx.in/item/cars-c84-used-toyota-etios-in-mawika-chowrah-jaipur-iid-1785844247
BMW,3 Series GT,2015,"48,000 km",Automatic,second,Diesel,Today,"BMW 3 Series GT 320d Luxury Line, 2015, Diesel","₹ 15,45,000",https://olx.in/item/cars-c84-used-bmw-3-series-gt-in-karol-bagh-delhi-iid-1777530918
Maruti Suzuki,Celerio,2018,"29,000 km",Automatic,second,Petrol,Today,"Maruti Suzuki Celerio ZXI AMT, 2018, Petrol","₹ 4,55,000",https://olx.in/item/cars-c84-used-maruti-suzuki-celerio-in-kaloor-kochi-iid-1788720774
Maruti Suzuki,Baleno,2022,"37,000 km",Automatic,first,Petrol,Today,"Maruti Suzuki Baleno 1.2 Alpha AT, 2022, Petrol","₹ 8,80,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-bv-nagar-nellore-iid-1794213352
Toyota,Camry,2019,16000.0 km,Automatic,first,hybrid,4 days ago,"Toyota Camry Hybrid, 2019, CNG & Hybrids","₹ 35,50,000",https://olx.in/item/cars-c84-used-toyota-camry-in-malappuram-up-hill-malappuram-iid-1770944345
Hyundai,Fluidic Verna,2018,"83,000 km",Automatic,first,Diesel,Today,"Hyundai Fluidic Verna 1.6 CRDi SX Automatic, 2018, Diesel","₹ 10,75,000",https://olx.in/item/cars-c84-used-hyundai-fluidic-verna-in-gota-village-ahmedabad-iid-1788608169
Maruti Suzuki,Baleno,2018,"95,000 km",Automatic,second,hybrid,4 days ago,Maruti Suzuki Baleno 2018,"₹ 5,95,000",https://olx.in/item/cars-c84-used-maruti-suzuki-baleno-in-munsad-navsari-iid-1793854751
